Ride_ID,User_ID,Driver_ID,Ride_DateTime,Pickup_Location,Dropoff_Location,Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Ride_Status,User_Rating,Driver_Rating,Surge_Pricing,Promo_Code_Used,Vehicle_Type,Weather_Condition,Traffic_Level,Driver_Experience_Years,User_Type
R000169,U8392,D497,02-01-24 17:47,Suburbs,Downtown,11.24,40,40.18,Cash,Completed,4.6,4.9,Yes,No,Sedan,Clear,Low,2,Frequent
R000170,U7528,D723,07-01-24 12:12,Mall,Mall,2.31,6,9.69,Cash,Completed,3.5,3.2,No,No,Motorcycle,Clear,Medium,2,Frequent
R000171,U6249,D817,07-01-24 13:24,Downtown,Financial District,6,16,22.88,Cash,Completed,3,4.5,No,No,Sedan,Clear,Low,3,Frequent
R000172,U6172,D742,06-01-24 2:20,Financial District,Financial District,4.61,10,17.15,Mobile Wallet,Canceled,1.5,3.3,No,No,SUV,Thunderstorm,Medium,9,Frequent
R000173,U2707,D468,03-01-24 3:05,Downtown,Financial District,12.41,48,42.9,Cash,Completed,4.3,4.9,No,No,Sedan,Clear,Medium,2,Frequent
R000174,U6791,D600,04-01-24 9:37,Suburbs,Airport,21.74,65,69.08,Cash,Canceled,3.2,1.2,No,No,Sedan,Rainy,Low,4,Returning
R000175,U6535,D721,03-01-24 4:00,Financial District,Airport,2.58,5,13.81,Credit Card,Completed,3.9,4.3,No,No,Sedan,Rainy,High,4,Frequent
R000176,U5931,D469,02-01-24 13:59,Downtown,Downtown,25.74,94,80.04,Mobile Wallet,Completed,3.8,4.2,No,Yes,Electric,Foggy,Medium,5,Returning
R000177,U4510,D678,06-01-24 0:56,Financial District,Airport,14.51,46,58.16,Credit Card,Completed,4.3,4.6,No,Yes,Sedan,Clear,Low,10,Frequent
R000178,U1202,D481,06-01-24 16:41,Suburbs,Midtown,33.76,71,118.24,Cash,Canceled,3.1,1.8,No,No,SUV,Clear,Low,2,New
R000179,U5218,D185,04-01-24 7:27,University,Airport,20.33,59,59.27,Cash,Completed,4.5,4,No,No,Sedan,Clear,Low,3,Frequent
R000180,U9958,D886,05-01-24 23:12,Mall,Financial District,27.23,78,84.92,Mobile Wallet,Completed,4.5,4.2,No,No,SUV,Clear,Medium,4,Frequent
R000181,U5389,D838,04-01-24 22:03,Financial District,Downtown,30.28,69,83.88,Mobile Wallet,Completed,4.2,3.2,No,No,Motorcycle,Clear,High,1,New
R000182,U3327,D559,06-01-24 10:08,Mall,Suburbs,31.22,89,85.15,Credit Card,Completed,4.6,3.8,No,No,SUV,Rainy,Medium,1,Returning
R000183,U9004,D424,05-01-24 16:16,Mall,Suburbs,18.63,48,55.98,Credit Card,Completed,4.7,3.1,No,No,Sedan,Clear,Medium,9,Returning
R000184,U3931,D621,01-01-24 17:18,University,Downtown,14.49,49,50.64,Credit Card,Completed,4.8,4.1,No,No,Sedan,Clear,High,2,Returning
R000185,U8777,D588,07-01-24 20:15,Suburbs,Midtown,20.06,40,61.87,Cash,Completed,3.3,4.9,No,No,Electric,Clear,Low,1,New
R000186,U1197,D496,06-01-24 13:03,Financial District,Suburbs,14.67,32,40.16,Credit Card,Completed,3.2,4.7,No,No,Sedan,Clear,Low,10,Returning
R000187,U8125,D995,04-01-24 7:30,Financial District,Financial District,9.18,35,38.42,Credit Card,Completed,3.3,3.5,No,No,SUV,Clear,High,5,Returning
R000188,U2930,D454,03-01-24 1:18,University,Suburbs,12.01,34,41.8,Credit Card,Completed,4.3,4.4,Yes,No,Sedan,Rainy,Low,1,Returning
R000189,U7287,D387,06-01-24 16:42,Midtown,Suburbs,8.91,21,36.26,Cash,Completed,4.8,3.5,No,Yes,Sedan,Clear,Low,1,Returning
R000190,U9800,D558,06-01-24 12:27,University,Financial District,10.16,36,33.32,Mobile Wallet,Completed,4.7,4.6,No,No,Sedan,Clear,Medium,2,Frequent
R000191,U5282,D723,05-01-24 19:28,University,Airport,4.18,15,15.4,Credit Card,Completed,3.6,4.4,No,No,Electric,Clear,High,6,Returning
R000192,U3511,D635,06-01-24 16:23,University,Midtown,15.5,38,61.53,Mobile Wallet,Completed,4.2,3.6,No,No,Electric,Clear,Medium,5,New
R000193,U1659,D390,04-01-24 21:00,Suburbs,Mall,9,31,30.68,Credit Card,Completed,4.1,3,No,No,Electric,Rainy,Medium,8,Returning
R000194,U3811,D950,07-01-24 5:30,Airport,Financial District,16.24,52,54.83,Cash,Completed,4.7,4.7,No,No,Shared,Clear,High,7,Returning
R000195,U8098,D937,04-01-24 12:40,University,Financial District,27.93,97,85.97,Credit Card,Completed,3.8,3.9,No,No,Sedan,Clear,Low,4,Frequent
R000196,U7546,D267,05-01-24 1:51,Financial District,University,16.24,58,47.88,Mobile Wallet,Canceled,2,2,Yes,Yes,Sedan,Foggy,Medium,4,New
R000197,U2986,D720,04-01-24 6:23,Downtown,Downtown,33.46,111,100.18,Cash,Completed,3.3,3.1,No,No,Motorcycle,Clear,Low,5,Returning
R000198,U9338,D527,01-01-24 12:17,Midtown,Midtown,6.03,24,26.86,Credit Card,Completed,3.3,4.2,No,No,Sedan,Foggy,Medium,6,New
R000199,U3911,D801,02-01-24 12:31,University,Airport,29.91,112,97.74,Mobile Wallet,Completed,3.6,4.4,No,No,Shared,Clear,Low,2,Returning
R000200,U2734,D589,05-01-24 19:24,University,University,9.44,23,32.84,Credit Card,Completed,4.8,4.5,No,No,Motorcycle,Rainy,Low,2,Returning
R000201,U2843,D454,01-01-24 6:34,Midtown,Mall,32.75,125,112.01,Cash,Completed,3.1,3.6,No,No,Sedan,Clear,High,8,New
R000202,U9680,D295,05-01-24 17:36,University,Financial District,8.72,24,30.91,Credit Card,Completed,3.5,4.1,No,No,Motorcycle,Clear,Low,3,Frequent
R000203,U3976,D644,07-01-24 20:29,Financial District,Mall,26.4,91,98.59,Credit Card,Completed,3.6,4.1,No,No,Shared,Clear,Medium,1,Frequent
R000204,U2959,D816,07-01-24 20:38,Airport,Mall,3.11,11,14.55,Credit Card,Completed,3.9,3.4,No,No,Sedan,Rainy,Medium,5,Frequent
R000205,U6759,D923,04-01-24 3:50,University,Mall,22.41,64,79.56,Credit Card,Completed,4.4,4.8,No,No,SUV,Rainy,Low,5,New
R000206,U7694,D793,05-01-24 11:44,Midtown,University,8.43,18,34.65,Mobile Wallet,Completed,3.2,3.7,Yes,No,Sedan,Clear,Low,7,Frequent
R000207,U3385,D758,02-01-24 20:24,University,Airport,23.79,93,68.96,Cash,Completed,4.6,3.8,No,No,SUV,Clear,Low,5,New
R000208,U5736,D879,03-01-24 1:40,Suburbs,University,22.62,49,71.23,Cash,Completed,3.8,3.5,No,Yes,Sedan,Clear,Medium,2,New
R000209,U2802,D110,02-01-24 10:36,Financial District,University,32.41,87,97.4,Cash,Completed,3.3,4.2,No,No,SUV,Rainy,Medium,2,Returning
R000210,U9155,D681,06-01-24 5:06,Financial District,University,22.31,71,62.3,Credit Card,Completed,4,3.3,No,No,SUV,Clear,Medium,2,New
R000211,U9120,D355,02-01-24 4:08,Airport,Financial District,14.88,33,53.32,Cash,Completed,4.1,4.4,No,Yes,Sedan,Rainy,Medium,2,Returning
R000212,U7616,D495,04-01-24 20:32,Suburbs,Financial District,7.58,28,29.28,Credit Card,Completed,4.9,4.2,No,No,Sedan,Clear,Low,7,Frequent
R000213,U6534,D830,04-01-24 16:08,Suburbs,Downtown,23.35,56,77.59,Mobile Wallet,Completed,4.8,3.7,No,Yes,Motorcycle,Clear,High,3,New
R000214,U5061,D908,03-01-24 13:16,Airport,Suburbs,4.96,20,16.88,Cash,Completed,4.2,5,No,No,SUV,Foggy,Medium,10,New
R000215,U1262,D508,01-01-24 4:03,Mall,Midtown,29.17,112,91.44,Credit Card,Completed,3.4,3,No,No,SUV,Clear,Medium,3,Returning
R000216,U7287,D461,07-01-24 4:00,Mall,Downtown,9.41,30,41.37,Credit Card,Completed,3.3,3.6,Yes,Yes,Electric,Clear,Medium,3,Returning
R000217,U9815,D358,01-01-24 11:10,Downtown,Airport,18.82,62,64.99,Cash,Completed,3.4,3.1,No,Yes,Sedan,Thunderstorm,High,3,Returning
R000218,U3049,D102,02-01-24 0:15,Mall,University,21.26,65,75.41,Cash,Completed,3.5,3.3,Yes,Yes,SUV,Rainy,Medium,6,New
R000219,U6423,D183,03-01-24 10:35,University,Financial District,13.32,37,49.34,Mobile Wallet,Completed,4.9,3.4,No,No,Electric,Foggy,Low,9,Frequent
R000220,U5548,D255,05-01-24 1:00,Suburbs,University,23.57,64,78.59,Mobile Wallet,Completed,3.3,4.2,No,No,Shared,Clear,Low,8,Frequent
R000221,U4108,D762,04-01-24 16:21,Downtown,Financial District,9.51,36,30.8,Mobile Wallet,Completed,3.8,3,No,No,Sedan,Rainy,High,8,Returning
R000222,U8158,D275,07-01-24 5:52,Downtown,Mall,2.18,7,10.01,Credit Card,Completed,3.2,5,No,Yes,Sedan,Clear,Medium,9,Returning
R000223,U8400,D806,07-01-24 0:37,Financial District,Midtown,33.62,123,93.61,Credit Card,Completed,3.5,4.1,No,No,Sedan,Clear,High,1,Frequent
R000224,U4170,D571,04-01-24 21:07,University,Downtown,11.88,36,38.79,Mobile Wallet,Completed,3.5,3.1,No,No,Sedan,Clear,Medium,3,Frequent
R000225,U3255,D718,03-01-24 9:52,Financial District,Downtown,25.26,66,87.17,Credit Card,Completed,4,3.1,Yes,No,Shared,Clear,Medium,10,New
R000226,U2154,D523,07-01-24 1:50,Midtown,Airport,18.26,40,61.97,Mobile Wallet,Completed,3.6,4.3,No,No,SUV,Clear,Low,6,Returning
R000227,U5499,D233,04-01-24 6:18,Mall,Mall,23.75,63,68.2,Credit Card,Completed,4.1,3.1,No,Yes,Electric,Rainy,High,5,New
R000228,U7295,D887,02-01-24 1:15,Financial District,Downtown,4.77,18,22.05,Credit Card,Completed,3.9,3.9,Yes,No,SUV,Clear,Medium,2,Returning
R000229,U7197,D963,03-01-24 5:36,Suburbs,Downtown,18.64,64,60.99,Credit Card,Completed,4.4,3,No,Yes,Electric,Clear,Medium,8,Frequent
R000230,U2648,D479,03-01-24 12:49,Suburbs,Suburbs,14.34,51,57.71,Mobile Wallet,No-show,2.5,2.3,Yes,No,SUV,Clear,Medium,5,Returning
R000231,U6539,D766,04-01-24 14:20,University,Midtown,16.36,58,50.66,Mobile Wallet,Completed,4.2,3.4,No,No,Motorcycle,Thunderstorm,Low,4,Returning
R000232,U5199,D376,07-01-24 20:00,Downtown,University,33.85,76,124.18,Cash,Completed,4.4,4,No,No,SUV,Rainy,Low,1,Returning
R000233,U9445,D335,05-01-24 11:52,Suburbs,Downtown,5.63,13,23.88,Cash,No-show,3,1,No,No,Sedan,Foggy,Medium,2,Frequent
R000234,U3557,D851,01-01-24 10:08,Mall,Airport,26.66,70,92.22,Credit Card,Completed,4,4,No,No,SUV,Clear,Medium,2,New
R000235,U6592,D981,06-01-24 12:30,Financial District,University,12.23,32,43.76,Credit Card,Completed,3.2,4.2,No,No,Motorcycle,Snowy,Medium,7,Frequent
R000236,U1098,D112,02-01-24 9:30,Mall,Financial District,10.87,23,47.38,Credit Card,Completed,3.2,3.4,Yes,No,SUV,Clear,High,6,New
R000237,U3200,D441,05-01-24 2:55,Financial District,Mall,10.21,24,35.57,Cash,Completed,4.7,3.9,No,Yes,SUV,Clear,High,6,Returning
R000238,U3961,D134,07-01-24 2:24,University,Mall,12.86,48,43.53,Mobile Wallet,Completed,3.1,4.7,No,No,Sedan,Clear,Medium,10,Returning
R000239,U5973,D658,04-01-24 13:33,Mall,Downtown,13.14,42,47.84,Credit Card,Completed,3.4,5,No,No,SUV,Rainy,Medium,4,Returning
R000240,U5433,D313,05-01-24 8:47,Financial District,Downtown,10.21,27,34.24,Mobile Wallet,Completed,3.5,4.6,No,No,Shared,Clear,Low,8,Frequent
R000241,U3869,D511,05-01-24 12:21,Mall,University,23.69,72,68.37,Mobile Wallet,Completed,3.6,3.4,No,Yes,Shared,Clear,High,10,Frequent
R000242,U1956,D504,07-01-24 2:32,Airport,Financial District,2.62,7,9.82,Mobile Wallet,Completed,4.2,4.3,No,Yes,Electric,Clear,Low,6,Returning
R000243,U9352,D593,05-01-24 16:56,University,Suburbs,12.3,39,43.47,Credit Card,Completed,4.1,4.3,No,Yes,SUV,Clear,Low,2,Returning
R000244,U6699,D757,03-01-24 0:03,University,Midtown,10.53,23,34.89,Credit Card,Completed,3.7,3.2,No,No,SUV,Clear,Medium,4,Returning
R000245,U7944,D258,07-01-24 14:39,Suburbs,Suburbs,26.55,101,72.66,Mobile Wallet,Completed,3.1,4.6,No,No,Sedan,Rainy,Low,9,New
R000246,U5493,D736,06-01-24 17:05,University,Airport,5.98,15,25.33,Credit Card,Completed,3.5,4.9,No,No,Sedan,Clear,High,2,Frequent
R000247,U5911,D209,06-01-24 8:41,Midtown,University,32.98,120,107.9,Credit Card,Completed,4.6,4.4,No,No,Electric,Clear,High,4,Frequent
R000248,U4987,D648,06-01-24 5:08,Suburbs,Downtown,6.8,23,32.71,Mobile Wallet,Canceled,3.2,2,No,No,Sedan,Rainy,Medium,5,Returning
R000249,U7015,D888,06-01-24 1:59,Suburbs,Suburbs,13.58,41,40.97,Cash,Completed,3.8,3.4,No,No,Electric,Clear,Medium,8,Frequent
R000250,U2218,D625,04-01-24 20:00,Mall,Midtown,7.79,30,24.35,Mobile Wallet,Completed,4.8,4.8,No,No,Sedan,Clear,Low,9,Frequent
R000251,U5496,D446,04-01-24 12:01,Airport,Airport,10.75,25,35.76,Credit Card,Completed,4.5,4.6,No,No,SUV,Rainy,Medium,6,New
R000252,U5735,D843,05-01-24 15:58,Suburbs,Mall,26.87,60,102.42,Cash,Completed,3,4.3,Yes,No,Sedan,Clear,Medium,1,New
R000253,U5555,D927,04-01-24 4:46,Downtown,Suburbs,17.2,45,57.56,Credit Card,Completed,4.5,4.6,Yes,No,Sedan,Clear,Low,4,New
R000254,U9050,D735,07-01-24 4:30,Financial District,Downtown,6.53,24,21.57,Credit Card,Completed,4.3,4.4,No,No,Electric,Clear,High,5,Returning
R000255,U4446,D378,04-01-24 6:49,Financial District,Midtown,2.59,5,15.64,Cash,Canceled,1.7,3.5,No,No,SUV,Thunderstorm,High,6,Frequent
R000256,U2045,D578,05-01-24 8:17,University,Downtown,8.82,22,29.6,Credit Card,Completed,3.7,3.7,No,No,Sedan,Clear,High,1,New
R000257,U7893,D210,02-01-24 11:19,Mall,Downtown,33.15,94,98.61,Mobile Wallet,Completed,3.4,3.9,No,No,SUV,Clear,High,7,Frequent
R000258,U2693,D735,05-01-24 0:16,Airport,Airport,29.74,102,106.29,Mobile Wallet,Completed,4,3.9,No,Yes,SUV,Clear,High,6,New
R000259,U4436,D530,01-01-24 23:48,Financial District,Midtown,15.97,42,58.62,Credit Card,Completed,4.5,4.2,No,No,Motorcycle,Clear,Medium,5,Returning
R000260,U9754,D641,02-01-24 1:07,Downtown,Financial District,17.39,50,56.35,Credit Card,Completed,4,4.2,No,Yes,SUV,Clear,Medium,4,Returning
R000261,U6895,D214,02-01-24 11:48,Airport,Mall,31.58,84,93.53,Credit Card,Completed,4.1,3.4,Yes,No,SUV,Clear,High,7,New
R000262,U4354,D189,04-01-24 1:14,Midtown,Downtown,21.11,46,73.23,Cash,Completed,3.3,4.6,No,No,Sedan,Foggy,High,8,Returning
R000263,U1225,D311,02-01-24 18:07,Financial District,Midtown,30.95,108,99.1,Mobile Wallet,Completed,5,4.4,No,Yes,Sedan,Clear,Medium,2,Returning
R000264,U5893,D649,01-01-24 23:56,Suburbs,Downtown,17.72,52,56.38,Credit Card,Completed,3.2,3.5,No,No,SUV,Clear,Low,5,Frequent
R000265,U8022,D694,04-01-24 11:43,Downtown,Suburbs,7.8,28,31.84,Cash,Completed,3.3,3.4,No,No,Motorcycle,Thunderstorm,Medium,5,Frequent
R000266,U6600,D638,06-01-24 18:04,Mall,Suburbs,25.68,87,81.55,Credit Card,Completed,3.1,4.8,Yes,No,Electric,Clear,Low,7,Returning
R000267,U8996,D828,01-01-24 17:37,Mall,Midtown,18.9,40,68.04,Cash,Completed,3.6,4.5,Yes,No,Motorcycle,Clear,High,7,New
R000268,U8683,D459,02-01-24 10:08,Downtown,Mall,23.73,71,70.2,Cash,Completed,4.2,4.1,No,No,Sedan,Clear,Medium,6,New
R000269,U5642,D585,04-01-24 4:34,Financial District,Airport,6.35,25,23.52,Cash,Completed,3.1,4.8,No,No,Shared,Rainy,Medium,8,Returning
R000270,U8679,D471,03-01-24 21:33,University,Financial District,23.02,60,62.06,Cash,Completed,4.1,4.5,No,Yes,Electric,Rainy,High,8,Returning
R000271,U9208,D314,01-01-24 1:34,Midtown,Suburbs,14,42,43.87,Credit Card,Completed,3.1,4.1,No,No,Shared,Clear,Medium,8,Returning
R000272,U8339,D832,04-01-24 3:08,Suburbs,Airport,12.29,41,46.89,Mobile Wallet,Completed,4.2,4.8,No,No,Sedan,Clear,Low,5,Frequent
R000273,U3205,D114,05-01-24 0:32,Midtown,Financial District,23.83,57,76.9,Cash,Completed,4.6,4.2,No,Yes,Shared,Snowy,Low,6,Returning
R000274,U2069,D358,02-01-24 6:41,Midtown,Suburbs,21.14,72,67.61,Mobile Wallet,Completed,3.5,4,No,No,Sedan,Rainy,Low,7,Returning
R000275,U4444,D877,03-01-24 12:40,Financial District,Financial District,23.07,77,84.32,Cash,Canceled,1.6,3.1,Yes,No,Sedan,Rainy,High,3,Returning
R000276,U2060,D562,03-01-24 12:18,Suburbs,University,33.82,93,104.1,Cash,Completed,3.2,3.5,No,Yes,Sedan,Clear,Low,4,Frequent
R000277,U3327,D219,06-01-24 22:47,Financial District,Downtown,24.84,64,80.67,Credit Card,Canceled,2.1,3.4,No,No,SUV,Clear,High,5,Frequent
R000278,U4420,D227,03-01-24 3:35,Financial District,Midtown,22.79,87,71.64,Credit Card,Completed,4.7,4.2,No,No,SUV,Clear,Medium,5,Frequent
R000279,U1301,D822,03-01-24 15:55,University,Suburbs,21.86,49,64.22,Credit Card,Completed,4.8,3.4,Yes,No,Sedan,Clear,High,3,Returning
R000280,U1606,D622,01-01-24 7:43,Downtown,Suburbs,14.56,42,47.53,Credit Card,Completed,4.1,4.2,No,No,Motorcycle,Rainy,Medium,3,Returning
R000281,U4170,D787,03-01-24 21:18,Mall,Downtown,29.53,104,103.82,Credit Card,Completed,4.4,4.2,No,No,Sedan,Clear,High,10,Returning
R000282,U1699,D744,03-01-24 22:56,University,Suburbs,13.95,32,47.2,Credit Card,Completed,4.9,4.3,No,Yes,Sedan,Rainy,Medium,2,New
R000283,U6088,D424,04-01-24 12:25,Mall,Suburbs,24.81,96,75.39,Cash,Completed,4.1,4.4,Yes,No,Electric,Clear,High,1,New
R000284,U1190,D419,04-01-24 6:09,University,University,10.97,33,41.59,Cash,Completed,4.5,4.4,No,No,SUV,Clear,High,8,Frequent
R000285,U1980,D605,06-01-24 18:32,Financial District,Suburbs,6.02,18,21.24,Cash,Completed,4.9,4.1,No,No,SUV,Clear,Medium,2,Frequent
R000286,U3975,D625,07-01-24 4:46,University,Suburbs,5.41,15,22.39,Cash,Completed,4.3,3.7,No,No,Shared,Clear,High,8,New
R000287,U7102,D149,04-01-24 11:42,Mall,Suburbs,22.58,84,72.02,Mobile Wallet,Completed,3.5,3.9,No,No,Shared,Clear,Low,1,Returning
R000288,U2184,D683,01-01-24 19:41,University,Airport,12.15,47,45.5,Cash,Completed,3.4,4.2,No,No,SUV,Clear,Medium,2,New
R000289,U4327,D168,05-01-24 4:46,Airport,Suburbs,10.35,29,32.24,Credit Card,Completed,3.8,5,No,No,SUV,Clear,Medium,1,Frequent
R000290,U4394,D490,06-01-24 15:18,Suburbs,Downtown,21.13,65,56.69,Mobile Wallet,Completed,3.8,5,No,No,Sedan,Rainy,High,8,Returning
R000291,U9319,D482,06-01-24 3:02,Downtown,University,1.87,5,10.07,Mobile Wallet,Completed,4.7,3.3,No,No,SUV,Clear,Medium,2,Returning
R000292,U2816,D115,04-01-24 6:21,Mall,Suburbs,9.37,26,34.57,Cash,Completed,4.5,5,Yes,Yes,Sedan,Clear,Medium,5,Frequent
R000293,U6854,D538,05-01-24 9:09,Suburbs,Financial District,12.58,26,47.43,Mobile Wallet,Completed,3,4.4,No,No,Motorcycle,Clear,Low,3,New
R000294,U7709,D945,03-01-24 23:18,Downtown,University,25.08,90,86.94,Mobile Wallet,No-show,1.1,2.4,No,Yes,Sedan,Rainy,Medium,3,Frequent
R000295,U1569,D968,05-01-24 7:18,Airport,University,19.53,77,56.19,Credit Card,No-show,2.6,2.4,Yes,No,Sedan,Clear,High,1,New
R000296,U6442,D667,04-01-24 18:58,Financial District,Financial District,30.1,107,100.36,Credit Card,Completed,3.2,4.4,No,No,Motorcycle,Rainy,Medium,5,New
R000297,U2895,D716,01-01-24 19:37,Mall,Downtown,12.37,38,41.15,Credit Card,Completed,3.9,3.2,No,No,Sedan,Snowy,Medium,3,New
R000298,U3733,D231,02-01-24 1:18,Downtown,Airport,11.08,40,43.17,Mobile Wallet,Completed,4.2,4.1,No,No,Sedan,Clear,Medium,6,Frequent
R000299,U4863,D659,07-01-24 15:05,Downtown,Mall,2.13,8,10.7,Credit Card,Completed,3.7,3.6,No,No,Sedan,Foggy,Medium,10,New
R000300,U8455,D347,02-01-24 7:40,Downtown,Mall,33.36,103,111,Credit Card,Completed,3.4,3.2,No,No,Motorcycle,Clear,Medium,7,Frequent
R000301,U5014,D372,02-01-24 7:45,Airport,Downtown,18.05,70,61.72,Mobile Wallet,Completed,3.5,3.3,No,No,Sedan,Rainy,Medium,8,New
R000302,U2686,D722,06-01-24 21:29,Suburbs,Airport,18.09,37,57.04,Cash,Completed,4.3,4.2,Yes,No,Motorcycle,Clear,High,9,Frequent
R000303,U4009,D937,02-01-24 11:39,Airport,Midtown,32.4,65,90.07,Credit Card,Completed,4.2,3.4,No,Yes,Sedan,Rainy,High,5,Frequent
R000304,U8806,D947,03-01-24 19:59,Downtown,Financial District,10.86,23,38.1,Credit Card,Completed,4.2,4,No,No,SUV,Clear,Medium,6,New
R000305,U1154,D448,01-01-24 18:57,University,University,12.29,26,45.04,Credit Card,Canceled,3.5,1,Yes,Yes,Sedan,Snowy,Medium,2,Returning
R000306,U2409,D583,07-01-24 17:04,Downtown,University,23.32,66,79.78,Credit Card,Canceled,2,3.1,No,No,SUV,Snowy,High,2,New
R000307,U1784,D649,03-01-24 3:18,University,University,27.7,107,88.29,Cash,Completed,4.5,3.9,No,Yes,Sedan,Clear,Medium,2,New
R000308,U9096,D456,06-01-24 8:37,Financial District,Financial District,24.78,83,75.76,Cash,Completed,4.7,3.9,No,No,Motorcycle,Foggy,Medium,8,Returning
R000309,U8560,D851,07-01-24 22:27,Airport,Financial District,27.82,92,84.86,Cash,Completed,3.9,3.6,No,No,Motorcycle,Clear,Medium,10,Returning
R000310,U8343,D417,01-01-24 14:56,University,Mall,20.55,57,64.52,Mobile Wallet,Completed,3.7,3.1,No,No,Electric,Foggy,High,7,Returning
R000311,U8206,D732,05-01-24 5:15,Airport,Mall,30.34,93,100.46,Credit Card,Completed,5,5,No,No,Sedan,Clear,High,1,New
R000312,U6596,D147,01-01-24 6:01,Midtown,Mall,19.7,51,71.36,Cash,Completed,3.3,3.6,Yes,No,Electric,Clear,Medium,2,Frequent
R000313,U6801,D109,01-01-24 0:38,Suburbs,Airport,8.8,27,34.43,Credit Card,Completed,3.3,3.8,No,Yes,Sedan,Clear,Low,6,Returning
R000314,U3806,D332,04-01-24 14:21,Midtown,University,19.42,68,77.79,Credit Card,Completed,3.2,4.9,No,Yes,Electric,Clear,Medium,8,Returning
R000315,U1537,D135,03-01-24 2:08,University,Downtown,25.24,79,73.48,Cash,Completed,3.4,4.8,Yes,Yes,Electric,Clear,Low,7,Returning
R000316,U6986,D512,03-01-24 8:29,Midtown,Airport,23.22,66,66.68,Mobile Wallet,Completed,4.9,4.3,No,No,Sedan,Rainy,Low,10,New
R000317,U2841,D561,01-01-24 9:19,Mall,University,9.26,34,34.25,Credit Card,Completed,3.7,4.5,No,No,Sedan,Clear,High,3,Frequent
R000318,U9716,D103,02-01-24 19:18,Suburbs,Financial District,2.4,6,16.7,Credit Card,No-show,2.7,3.3,No,Yes,Sedan,Clear,Medium,8,Frequent
R000319,U7971,D143,01-01-24 17:07,University,Financial District,9.58,28,32.52,Credit Card,Canceled,1.1,2.2,No,No,Sedan,Foggy,Medium,10,Frequent
R000320,U6625,D667,03-01-24 0:38,Financial District,Financial District,34.46,136,112.38,Credit Card,Completed,3.6,3.3,No,No,Shared,Clear,Medium,4,Frequent
R000321,U3950,D653,01-01-24 5:06,Financial District,University,7.27,29,26.04,Credit Card,Completed,3.8,3.8,No,No,Sedan,Snowy,Medium,6,Returning
R000322,U8992,D354,01-01-24 6:28,Suburbs,Mall,16.79,34,63.07,Credit Card,Completed,4.8,5,Yes,No,Sedan,Clear,Medium,2,Returning
R000323,U5780,D839,03-01-24 19:13,Suburbs,Financial District,22.7,70,79.65,Mobile Wallet,Completed,3.3,3.4,No,Yes,Sedan,Clear,Medium,4,Frequent
R000324,U3368,D213,04-01-24 0:15,University,Midtown,30.9,83,85.6,Credit Card,Completed,4.7,4.1,No,No,Sedan,Foggy,High,1,Returning
R000325,U7655,D848,01-01-24 23:25,Airport,Financial District,26.85,69,77.67,Cash,Completed,4.8,4.5,No,Yes,Shared,Clear,Low,1,Returning
R000326,U9173,D496,05-01-24 6:04,Mall,University,31.9,102,99.57,Credit Card,Completed,3.4,3.8,No,No,SUV,Clear,High,5,New
R000327,U5495,D273,01-01-24 2:23,University,Mall,21.55,62,61.3,Credit Card,Completed,4.5,3.4,No,No,SUV,Clear,Low,8,New
R000328,U7002,D354,07-01-24 8:30,Airport,Airport,30.42,105,85.68,Credit Card,Completed,4.1,4.1,Yes,Yes,Sedan,Rainy,Medium,3,Frequent
R000329,U7614,D565,03-01-24 5:05,Airport,Financial District,9.97,20,36.69,Cash,Canceled,2.5,1.8,No,No,Sedan,Snowy,Low,1,Returning
R000330,U6919,D376,05-01-24 18:52,Airport,Mall,15.64,60,55,Cash,Completed,4.7,4.4,No,No,Motorcycle,Clear,High,3,Frequent
R000331,U1853,D563,05-01-24 20:20,University,Mall,29.69,93,99,Cash,Canceled,2.5,2.5,No,No,Shared,Clear,Medium,2,Returning
R000332,U5146,D946,02-01-24 20:29,Downtown,Suburbs,12.07,41,49.31,Credit Card,Completed,3.1,4.4,No,No,Electric,Clear,High,9,New
R000333,U4769,D601,06-01-24 12:46,Downtown,Midtown,30.62,98,89,Credit Card,Completed,3.1,3.2,No,Yes,SUV,Clear,Medium,6,Frequent
R000334,U1574,D540,07-01-24 6:06,Financial District,University,13.35,53,47.68,Credit Card,Completed,4.9,3.6,No,No,SUV,Clear,High,6,New
R000335,U2148,D168,01-01-24 8:01,Downtown,Financial District,13.36,53,44.27,Cash,Canceled,3.3,2.8,Yes,No,SUV,Clear,Medium,5,Frequent
R000336,U7293,D608,02-01-24 6:37,Downtown,Suburbs,11.51,37,48.32,Mobile Wallet,No-show,1.8,3.4,Yes,No,Sedan,Clear,Medium,3,Returning
R000337,U7457,D425,06-01-24 11:06,Airport,University,19.6,66,62.77,Mobile Wallet,Completed,4.1,3.5,No,No,Sedan,Rainy,Medium,10,New
R000338,U8509,D841,02-01-24 19:11,Airport,Airport,5.39,17,25.72,Credit Card,Completed,4,4.5,No,No,Electric,Clear,Low,7,Frequent
R000339,U5777,D166,02-01-24 0:46,Suburbs,Midtown,2.24,6,12.58,Credit Card,Completed,4,3.6,No,No,Motorcycle,Clear,Low,9,New
R000340,U4854,D403,06-01-24 10:21,Airport,Mall,31.51,75,98.7,Mobile Wallet,Completed,4.6,4.9,Yes,No,Sedan,Clear,Medium,8,New
